player,playerLabel,dateOfBirth,teamLabels,awardLabels
http://www.wikidata.org/entity/Q186156,Svetislav Pešić,1949-08-28T00:00:00Z,"KK Partizan, KK Bosna, KK Pirot",Order of Merit of Berlin
http://www.wikidata.org/entity/Q188018,Nick Nolte,1941-02-08T00:00:00Z,Eastern Arizona Gila Monsters men's basketball,"Golden Globe Award for Best Actor – Motion Picture Drama, star on Hollywood Walk of Fame"
http://www.wikidata.org/entity/Q189240,Kevin Garnett,1976-05-19T00:00:00Z,"Boston Celtics, Minnesota Timberwolves, Brooklyn Nets","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, All-NBA Team, NBA Defensive Player of the Year Award, Best NBA Player ESPY Award, NBA All-Defensive Team, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q190094,Allen Iverson,1975-06-07T00:00:00Z,"Philadelphia 76ers, Denver Nuggets, Memphis Grizzlies, Detroit Pistons, Beşiktaş men's basketball team, Georgetown Hoyas men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, BET Award for Athlete of the Century, Q107283826"
http://www.wikidata.org/entity/Q190152,Larry Bird,1956-12-07T00:00:00Z,"Boston Celtics, Indiana Pacers, Indiana State Sycamores men's basketball, Indiana Hoosiers men's basketball, Indiana State Sycamores baseball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Executive of the Year Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Associated Press Athlete of the Year, NBA Coach of the Year Award, NBA All-Rookie Team, John R. Wooden Award, Library of Congress Living Legend"
http://www.wikidata.org/entity/Q193052,Pau Gasol,1980-07-06T00:00:00Z,"FC Barcelona Lassa, Los Angeles Lakers, Chicago Bulls, San Antonio Spurs, Memphis Grizzlies, Portland Trail Blazers, Milwaukee Bucks, Spain men's national basketball team","J. Walter Kennedy Citizenship Award, Princess of Asturias Award for Sports, FIBA EuroBasket MVP, Catalan of the year Award, Medal of Work Merit, Esportista català de l'any, Gold Medal of the Royal Order of Sports Merit, Gold Medal of Work Merit, Galardón Camino Real, NBA Rookie of the Year Award, Saint George's Cross, NBA All-Rookie Team"
http://www.wikidata.org/entity/Q193108,Tony Parker,1982-05-17T00:00:00Z,"ASVEL Lyon-Villeurbanne, San Antonio Spurs, Charlotte Hornets, Paris Basket Racing","Knight of the Legion of Honour, Officer of the National Order of Merit, Champion des champions français de L'Équipe"
http://www.wikidata.org/entity/Q192707,Charles Barkley,1963-02-20T00:00:00Z,"Philadelphia 76ers, Houston Rockets, Phoenix Suns, Auburn Tigers men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, All-NBA Team, Best NBA Player ESPY Award, NBA All-Rookie Team, 1984 NCAA Men's Basketball All-Americans, Southeastern Conference Men's Basketball Player of the Year"
http://www.wikidata.org/entity/Q192955,Steve Nash,1974-02-07T00:00:00Z,"Los Angeles Lakers, Dallas Mavericks, Phoenix Suns, Santa Clara Broncos men's basketball","NBA Most Valuable Player Award, West Coast Conference Men's Basketball Player of the Year, All-NBA Team, Canada's Walk of Fame, Best NBA Player ESPY Award, J. Walter Kennedy Citizenship Award, Officer of the Order of Canada"
http://www.wikidata.org/entity/Q193020,Tim Duncan,1976-04-25T00:00:00Z,"San Antonio Spurs, Wake Forest Demon Deacons men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Best NBA Player ESPY Award, NBA All-Rookie Team, NBA All-Defensive Team, John R. Wooden Award, Sports Illustrated Sportsperson of the Year, Twyman–Stokes Teammate of the Year Award, Best Male College Basketball Player ESPY Award"
http://www.wikidata.org/entity/Q201608,Dennis Rodman,1961-05-13T00:00:00Z,"Fuerza Regia, Tijuana Dragons, Torpan Pojat, Southeastern Oklahoma State Savage Storm men's basketball, Long Beach Jam, Orange County Buzz, Los Angeles Lakers, Chicago Bulls, Dallas Mavericks, San Antonio Spurs, Detroit Pistons, Brighton Bears","NBA All-Defensive Team, Golden Raspberry Award for Worst Screen Couple/Ensemble, Golden Raspberry Award for Worst New Star, Golden Raspberry Award for Worst Supporting Actor, All-NBA Team, NBA Defensive Player of the Year Award"
http://www.wikidata.org/entity/Q202295,Tracy McGrady,1979-05-24T00:00:00Z,"New York Knicks, Toronto Raptors, San Antonio Spurs, Atlanta Hawks, Orlando Magic, Houston Rockets, Detroit Pistons, Qingdao DoubleStar","All-NBA Team, NBA Most Improved Player Award"
http://www.wikidata.org/entity/Q202584,Dean Smith,1931-02-28T00:00:00Z,Kansas Jayhawks men's basketball,"Presidential Medal of Freedom, Arthur Ashe Courage Award, North Carolina Sports Hall of Fame, North Carolina Award for Public Service"
http://www.wikidata.org/entity/Q202823,Seimone Augustus,1984-04-30T00:00:00Z,"Galatasaray SK, Minnesota Lynx, WBC Dynamo Moscow, Dynamo Kursk, WBC Spartak Moscow Region, LSU Tigers women's basketball","WNBA Finals Most Valuable Player Award, WNBA Rookie of the Year Award, Wade Trophy, John R. Wooden Award, Naismith College Player of the Year, WNBA All-Rookie Team, List of Senior CLASS Award women's basketball winners, USBWA National Freshman of the Year, Southeastern Conference Women's Basketball Player of the Year, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q193637,Scottie Pippen,1965-09-25T00:00:00Z,"Chicago Bulls, Houston Rockets, Portland Trail Blazers, Helsinki Seagulls, Sundsvall Dragons, Torpan Pojat","NBA All-Star Game Kobe Bryant Most Valuable Player Award, All-NBA Team, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q196185,Russell Westbrook,1988-11-12T00:00:00Z,"Chicago Bulls, Houston Rockets, Washington Wizards, Oklahoma City Thunder, UCLA Bruins men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA All-Rookie Team, Best Comeback Athlete ESPY Award"
http://www.wikidata.org/entity/Q197616,Zheng Haixia,1967-03-07T00:00:00Z,"Los Angeles Sparks, China women's national basketball team",Kim Perrot Sportsmanship Award
http://www.wikidata.org/entity/Q199896,Karl Malone,1963-07-24T00:00:00Z,"Los Angeles Lakers, Utah Jazz, Louisiana Tech Bulldogs basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, All-NBA Team, NBA All-Rookie Team, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q29545,Kevin Durant,1988-09-29T00:00:00Z,"Oklahoma City Thunder, Seattle SuperSonics, United States men's national basketball team, Brooklyn Nets, Texas Longhorns men's basketball, Golden State Warriors, Phoenix Suns","BET Award for Athlete of the Century, Best Male Athlete ESPY Award, Best Male College Athlete ESPY Award, Big 12 Conference Men's Basketball Player of the Year, USBWA National Freshman of the Year, NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, Time 100, NBA Rookie of the Year Award, All-NBA Team, Best NBA Player ESPY Award, NBA All-Rookie Team, John R. Wooden Award"
http://www.wikidata.org/entity/Q31683,Dwyane Wade,1982-01-17T00:00:00Z,"Chicago Bulls, Miami Heat, Marquette Golden Eagles men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Best NBA Player ESPY Award, NBA All-Rookie Team, Sports Illustrated Sportsperson of the Year, BET Humanitarian Award, Best Breakthrough Athlete ESPY Award"
http://www.wikidata.org/entity/Q36159,LeBron James,1984-12-30T00:00:00Z,"Los Angeles Lakers, Cleveland Cavaliers, Miami Heat","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Associated Press Athlete of the Year, Best NBA Player ESPY Award, NBA All-Rookie Team, NBA All-Defensive Team, J. Walter Kennedy Citizenship Award, Sports Illustrated Sportsperson of the Year, Naismith Prep Player of the Year Award, BET Award for Athlete of the Century, Best Breakthrough Athlete ESPY Award, Best Championship Performance ESPY Award, Best Male Athlete ESPY Award, Ohio Mr. Basketball"
http://www.wikidata.org/entity/Q17717,Oscar Robertson,1938-11-24T00:00:00Z,"Milwaukee Bucks, Cincinnati Bearcats men's basketball, Cincinnati Royals","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Indiana Mr. Basketball"
http://www.wikidata.org/entity/Q24074,Maksymilian Więcek,1920-09-18T00:00:00Z,Legia Warsaw (ice hockey),Kalos Kagathos
http://www.wikidata.org/entity/Q24200,Shabazz Napier,1991-07-14T00:00:00Z,"Orlando Magic, Miami Heat, Washington Wizards, Minnesota Timberwolves, Brooklyn Nets, Sioux Falls Skyforce, UConn Huskies men's basketball",Huskies of Honor
http://www.wikidata.org/entity/Q25278,Dwight Howard,1985-12-08T00:00:00Z,"Los Angeles Lakers, Philadelphia 76ers, Atlanta Hawks, Orlando Magic, Houston Rockets, Charlotte Hornets, Washington Wizards, TaiwanBeer Leopards","All-NBA Team, NBA Defensive Player of the Year Award, NBA All-Rookie Team, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q25369,Kobe Bryant,1978-08-23T00:00:00Z,Los Angeles Lakers,"NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Academy Award for Best Animated Short Film, Best NBA Player ESPY Award, NBA All-Defensive Team, BET Award for Athlete of the Century, Under Armour Undeniable Performance ESPY Award"
http://www.wikidata.org/entity/Q29342,Klay Thompson,1990-02-08T00:00:00Z,"Golden State Warriors, Washington State Cougars men's basketball",NBA All-Rookie Team
http://www.wikidata.org/entity/Q250593,Álex Mumbrú,1979-06-12T00:00:00Z,"Bilbao Basket, Club Joventut Badalona, Real Madrid Baloncesto",Gold Medal of the Royal Order of Sports Merit
http://www.wikidata.org/entity/Q255518,Tamika Catchings,1979-07-21T00:00:00Z,"Indiana Fever, WBC Spartak Moscow Region, Lotos VBW Clima Gdynia, Tennessee Lady Volunteers basketball","WNBA Defensive Player of the Year Award, WNBA Finals Most Valuable Player Award, Kim Perrot Sportsmanship Award, WNBA's Top 15 Team, Best Female College Basketball Player ESPY Award"
http://www.wikidata.org/entity/Q255597,Crystal Langhorne,1986-10-27T00:00:00Z,"Washington Mystics, UMMC Ekaterinburg",WNBA Most Improved Player Award
http://www.wikidata.org/entity/Q257980,Lisa Leslie,1972-07-07T00:00:00Z,"Los Angeles Sparks, USC Trojans women's basketball","Naismith Memorial Basketball Hall of Fame, WNBA Defensive Player of the Year Award, WNBA Most Valuable Player Award, WNBA Finals Most Valuable Player Award, Women's Basketball Hall of Fame, Naismith College Player of the Year, WNBA's Top 15 Team, WNBA All-Star Game Most Valuable Player Award, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q264393,Dave Cowens,1948-10-25T00:00:00Z,"Boston Celtics, Golden State Warriors, Milwaukee Bucks, New Orleans Pelicans, Florida State Seminoles men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, NBA All-Rookie Team, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q265383,Thomas Heurtel,1989-04-10T00:00:00Z,"ASVEL Lyon-Villeurbanne, FC Barcelona Lassa, Real Madrid Baloncesto, Saski Baskonia, Élan Béarnais Pau-Lacq-Orthez, B.C. Zenit Saint Petersburg, Anadolu Efes S.K., CB Lucentum Alicante, SIG Basket",Knight of the National Order of Merit
http://www.wikidata.org/entity/Q267338,Igors Miglinieks,1964-05-04T00:00:00Z,BK VEF Rīga,Merited Master of Sports of the USSR
http://www.wikidata.org/entity/Q267636,Dawn Staley,1970-05-04T00:00:00Z,"United States women's national basketball team, Charlotte Sting, Houston Comets, Tarbes Gespe Bigorre, Philadelphia Rage, Virginia Cavaliers women's basketball","Kim Perrot Sportsmanship Award, Women's Basketball Hall of Fame, WNBA's Top 15 Team, Best Female College Basketball Player ESPY Award, Virginia Sports Hall of Fame and Museum, WBCA National Coach of the Year Award, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q41421,Michael Jordan,1963-02-17T00:00:00Z,"Chicago Bulls, Washington Wizards, Birmingham Barons, Scottsdale Scorpions, North Carolina Tar Heels men's basketball","Presidential Medal of Freedom, NBA All-Star Game Kobe Bryant Most Valuable Player Award, 50 Greatest Players in NBA History, NBA Most Valuable Player Award, FIBA Hall of Fame, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, Associated Press Athlete of the Year, NBA Defensive Player of the Year Award, Best NBA Player ESPY Award, L'Équipe Champion of Champions, NBA All-Rookie Team, NBA All-Defensive Team, John R. Wooden Award, Sports Illustrated Sportsperson of the Year, Oscar Robertson Trophy, Naismith College Player of the Year, Atlantic Coast Conference Men's Basketball Player of the Year, ACC Athlete of the Year, Atlantic Coast Conference Men's Basketball Rookie of the Year, Best Comeback Athlete ESPY Award, Best Male Athlete ESPY Award, North Carolina Sports Hall of Fame"
http://www.wikidata.org/entity/Q203286,Kevin Johnson,1966-03-04T00:00:00Z,"Phoenix Suns, California Golden Bears men's basketball","NBA Most Improved Player Award, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q205171,Doug Atkins,1930-05-08T00:00:00Z,"New Orleans Saints, Chicago Bears, Cleveland Browns, Tennessee Volunteers men's basketball, Tennessee Volunteers football",Pro Football Hall of Fame
http://www.wikidata.org/entity/Q205326,Derrick Rose,1988-10-04T00:00:00Z,"Chicago Bulls, New York Knicks, Cleveland Cavaliers, Detroit Pistons, Minnesota Timberwolves, Memphis Tigers men's basketball","NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, NBA All-Rookie Team"
http://www.wikidata.org/entity/Q208623,Ray Allen,1975-07-20T00:00:00Z,"Boston Celtics, Miami Heat, Milwaukee Bucks, Seattle SuperSonics, UConn Huskies men's basketball","NBA Sportsmanship Award, Huskies of Honor, USA Basketball Male Athlete of the Year"
http://www.wikidata.org/entity/Q209390,Jackie Joyner-Kersee,1962-03-03T00:00:00Z,UCLA Bruins,"Associated Press Athlete of the Year, Track & Field News Athlete of the Year, James E. Sullivan Award, Jesse Owens Award, Library of Congress Living Legend, Silver Anniversary Awards, Doctor of Humane Letters, Honda Sports Award for Track & Field, Phoenix Award, honorary degree from Spelman College"
http://www.wikidata.org/entity/Q44068,Dirk Nowitzki,1978-06-19T00:00:00Z,"Dallas Mavericks, Germany men's national basketball team, s.Oliver Würzburg","NBA Most Valuable Player Award, Silbernes Lorbeerblatt, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, German Sportspersonality of the Year, Best NBA Player ESPY Award, Best Male Athlete ESPY Award"
http://www.wikidata.org/entity/Q46040,Chris Paul,1985-05-06T00:00:00Z,"Golden State Warriors, Phoenix Suns, New Orleans Pelicans, Oklahoma City Thunder, Los Angeles Clippers, Wake Forest Demon Deacons men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, NBA All-Rookie Team, NBA All-Defensive Team, Best Breakthrough Athlete ESPY Award"
http://www.wikidata.org/entity/Q54686,Tony Trabert,1930-08-16T00:00:00Z,"United States Davis Cup team, Cincinnati Bearcats men's basketball, Cincinnati Bearcats men's tennis","International Tennis Hall of Fame, Philippe Chatrier Award"
http://www.wikidata.org/entity/Q58590,Yao Ming,1980-09-12T00:00:00Z,"Houston Rockets, Shanghai Sharks","honorary doctor of the University of Hong Kong, Pioneer of Reform"
http://www.wikidata.org/entity/Q209396,Marion Jones,1975-10-12T00:00:00Z,"Tulsa Shock, North Carolina Tar Heels women's basketball","Associated Press Athlete of the Year, Bislett medal"
http://www.wikidata.org/entity/Q209921,Julius Erving,1950-02-22T00:00:00Z,"Philadelphia 76ers, Brooklyn Nets, Virginia Squires, UMass Minutemen basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, All-NBA Team, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q209982,Dražen Petrović,1964-10-22T00:00:00Z,"Real Madrid Baloncesto, Portland Trail Blazers, Brooklyn Nets, KK Cibona, KK Šibenik","FIBA Hall of Fame, Olympic Order, Franjo Bučar State Award for Sport"
http://www.wikidata.org/entity/Q211876,David Robinson,1965-08-06T00:00:00Z,"San Antonio Spurs, Navy Midshipmen men's basketball","NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, NBA Defensive Player of the Year Award, NBA All-Rookie Team, NBA Sportsmanship Award, NBA All-Defensive Team, J. Walter Kennedy Citizenship Award, John R. Wooden Award, Sports Illustrated Sportsperson of the Year"
http://www.wikidata.org/entity/Q213132,Manu Ginóbili,1977-07-28T00:00:00Z,"Virtus Pallacanestro Bologna, San Antonio Spurs, Argentina men's national basketball team, Viola Reggio Calabria, Estudiantes de Bahía Blanca, Andino Sport Club",diamond Konex award
http://www.wikidata.org/entity/Q213346,John Stockton,1962-03-26T00:00:00Z,"Utah Jazz, Gonzaga Bulldogs men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, All-NBA Team"
http://www.wikidata.org/entity/Q213706,Tom Selleck,1945-01-29T00:00:00Z,USC Trojans men's basketball,"Primetime Emmy Award for Outstanding Lead Actor in a Drama Series, Golden Globe Award, star on Hollywood Walk of Fame, Horatio Alger Award"
http://www.wikidata.org/entity/Q221341,Jason Kidd,1973-03-23T00:00:00Z,"New York Knicks, Dallas Mavericks, California Golden Bears men's basketball, Phoenix Suns, Brooklyn Nets","NBA Rookie of the Year Award, All-NBA Team, NBA All-Rookie Team, NBA Sportsmanship Award, NBA All-Defensive Team, USBWA National Freshman of the Year"
http://www.wikidata.org/entity/Q270653,Lauren Jackson,1981-05-11T00:00:00Z,"WBC Spartak Moscow Region, Canberra Capitals, Yongin Samsung Life Blue Minx, Seattle Storm, Ros Casares Godella","WNBA's Top 15 Team, Officer of the Order of Australia, WNBA Defensive Player of the Year Award, WNBA Finals Most Valuable Player Award"
http://www.wikidata.org/entity/Q270683,Sheryl Swoopes,1971-03-25T00:00:00Z,"Houston Comets, Tulsa Shock, Seattle Storm, Texas Tech Lady Raiders basketball","WNBA Defensive Player of the Year Award, Associated Press Athlete of the Year, WNBA Most Valuable Player Award, WNBA's Top 15 Team, Best Female College Basketball Player ESPY Award, Honda Sports Award, Texas Women's Hall of Fame, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q270947,Anne Donovan,1961-11-01T00:00:00Z,Old Dominion Monarchs women's basketball,"Women's Basketball Hall of Fame, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q270966,Reggie Miller,1965-08-24T00:00:00Z,"Indiana Pacers, UCLA Bruins men's basketball","J. Walter Kennedy Citizenship Award, Best Moment ESPY Award"
http://www.wikidata.org/entity/Q270981,Amar'e Stoudemire,1982-11-16T00:00:00Z,"Hapoel Jerusalem B.C., New York Knicks, Dallas Mavericks, Phoenix Suns, Miami Heat, Fujian Sturgeons, Maccabi Tel Aviv B.C.",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q271409,Cynthia Cooper-Dyke,1963-01-01T00:00:00Z,"CBF Universitari de Barcelona, USC Trojans women's basketball","WNBA Finals Most Valuable Player Award, Women's Basketball Hall of Fame, WNBA's Top 15 Team"
http://www.wikidata.org/entity/Q271441,Nancy Lieberman,1958-07-01T00:00:00Z,"Phoenix Mercury, Detroit Shock, Dallas Diamonds","Naismith Memorial Basketball Hall of Fame, Wade Trophy, Women's Basketball Hall of Fame, Honda-Broderick Cup, Honda Sports Award, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q275326,Tan White,1982-09-27T00:00:00Z,"Connecticut Sun, Minnesota Lynx, Indiana Fever, Mississippi State Bulldogs women's basketball","WNBA All-Rookie Team, Frances Pomeroy Naismith Award"
http://www.wikidata.org/entity/Q275738,Janel McCarville,1982-11-03T00:00:00Z,"Charlotte Sting, Minnesota Lynx, WBC CSKA Moscow, WBC Spartak Moscow Region, PF Schio, Good Angels Košice, Kayseri Basketbol SK, CCC Polkowice, Liaoning Hengye, Minnesota Golden Gophers women's basketball",WNBA Most Improved Player Award
http://www.wikidata.org/entity/Q275762,Alison Bales,1985-04-04T00:00:00Z,"Atlanta Dream, Indiana Fever, Duke Blue Devils women's basketball",List of Senior CLASS Award women's basketball winners
http://www.wikidata.org/entity/Q275776,Wendy Palmer,1974-08-12T00:00:00Z,"Connecticut Sun, San Antonio Stars, Seattle Storm, Utah Starzz, Orlando Miracle, Detroit Shock, Virginia Cavaliers women's basketball",WNBA Most Improved Player Award
http://www.wikidata.org/entity/Q275788,Lindsey Harding,1984-06-12T00:00:00Z,"Atlanta Dream, Minnesota Lynx, Duke Blue Devils women's basketball","Frances Pomeroy Naismith Award, WNBA All-Rookie Team, Nancy Lieberman Award"
http://www.wikidata.org/entity/Q275795,Candice Wiggins,1987-02-14T00:00:00Z,"New York Liberty, Los Angeles Sparks, Minnesota Lynx, Tulsa Shock, Ros Casares Godella, Athinaikos women's basketball, Stanford Cardinal women's basketball","WNBA Sixth Player of the Year Award, Wade Trophy, WNBA All-Rookie Team, List of Senior CLASS Award women's basketball winners, USBWA National Freshman of the Year"
http://www.wikidata.org/entity/Q275889,Marc Gasol,1985-01-29T00:00:00Z,"CB Sant Josep, FC Barcelona Lassa, Los Angeles Lakers, Toronto Raptors, Memphis Grizzlies, Bàsquet Girona","NBA Defensive Player of the Year Award, ACB Most Valuable Player Award, Princess of Asturias Award for Sports"
http://www.wikidata.org/entity/Q280478,Rodolfo Rombaldoni,1976-12-15T00:00:00Z,"Pallacanestro Biella, Mens Sana Basket, Reyer Venezia Mestre, Scafati Basket, Scaligera Basket Verona, Aurora Basket Jesi, Viola Reggio Calabria, Basket Napoli, Fortitudo Pallacanestro Bologna, Olimpia Basket Pistoia",Officer of the Order of Merit of the Italian Republic
http://www.wikidata.org/entity/Q280793,Kevin Nash,1959-07-09T00:00:00Z,"Gießen 46ers, Tennessee Volunteers men's basketball",WWE Hall of Fame
http://www.wikidata.org/entity/Q271933,Patrick Ewing,1962-08-05T00:00:00Z,"New York Knicks, Orlando Magic, Seattle SuperSonics, Georgetown Hoyas men's basketball","NBA Rookie of the Year Award, NBA All-Rookie Team, Great Immigrants"
http://www.wikidata.org/entity/Q273233,Paul Robeson,1898-04-09T00:00:00Z,Akron Pros,"Black Filmmakers Hall of Fame, Grammy Lifetime Achievement Award, Spingarn Medal, International Stalin Prize for Peace, Donaldson Awards, Paul Robeson Award, New Jersey Hall of Fame, star on Hollywood Walk of Fame"
http://www.wikidata.org/entity/Q273256,Hakeem Olajuwon,1963-01-21T00:00:00Z,"Toronto Raptors, Houston Rockets, Houston Cougars men's basketball","NBA Most Valuable Player Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, NBA Defensive Player of the Year Award, Best NBA Player ESPY Award, NBA All-Rookie Team, NBA All-Defensive Team, NCAA Basketball Tournament Most Outstanding Player, 1984 NCAA Men's Basketball All-Americans, Southwest Conference Men's Basketball Player of the Year, Great Immigrants"
http://www.wikidata.org/entity/Q275183,Luol Deng,1985-04-16T00:00:00Z,"Chicago Bulls, Cleveland Cavaliers, Miami Heat, Duke Blue Devils men's basketball","NBA All-Rookie Team, NBA Sportsmanship Award, J. Walter Kennedy Citizenship Award, USBWA National Freshman of the Year"
http://www.wikidata.org/entity/Q275307,Temeka Johnson,1982-09-06T00:00:00Z,"Los Angeles Sparks, Dynamo Kursk","WNBA All-Rookie Team, Nancy Lieberman Award"
http://www.wikidata.org/entity/Q240726,Diana Taurasi,1982-06-11T00:00:00Z,"Phoenix Mercury, Fenerbahçe Women's Basketball, UMMC Ekaterinburg, WBC Dynamo Moscow, WBC Spartak Moscow Region, UConn Huskies women's basketball, Galatasaray SK","Best Female Athlete ESPY Award, Best Female College Athlete ESPY Award, Best WNBA Player ESPY Award, Big East Conference Women's Basketball Player of the Year, Honda Sports Award, Huskies of Honor, Honda Sports Award for Basketball, WNBA Most Valuable Player Award, WNBA Peak Performers, WNBA Finals Most Valuable Player Award, WNBA Rookie of the Year Award, Wade Trophy, NCAA Basketball Tournament Most Outstanding Player, Naismith College Player of the Year, WNBA's Top 15 Team, Nancy Lieberman Award"
http://www.wikidata.org/entity/Q240741,Teresa Edwards,1964-07-19T00:00:00Z,"United States women's national basketball team, Minnesota Lynx, Tarbes Gespe Bigorre, UMMC Ekaterinburg, Philadelphia Rage, Union Sportive Valenciennes Olympic","Kim Perrot Sportsmanship Award, Women's Basketball Hall of Fame"
http://www.wikidata.org/entity/Q241261,Vince Carter,1977-01-26T00:00:00Z,"Toronto Raptors, Dallas Mavericks, Atlanta Hawks, Orlando Magic, Phoenix Suns, Memphis Grizzlies, Sacramento Kings, Brooklyn Nets, North Carolina Tar Heels men's basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q242185,Bill Russell,1934-02-12T00:00:00Z,"Boston Celtics, Sacramento Kings, Seattle SuperSonics, San Francisco Dons men's basketball","Presidential Medal of Freedom, NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, Sports Illustrated Sportsperson of the Year, honorary doctor of Harvard University"
http://www.wikidata.org/entity/Q242278,Candace Parker,1986-04-19T00:00:00Z,"Los Angeles Sparks, UMMC Ekaterinburg, Tennessee Lady Volunteers basketball","Time 100, Associated Press Athlete of the Year, Wade Trophy, John R. Wooden Award, WNBA All-Rookie Team, Best Female Athlete ESPY Award, Best Female College Athlete ESPY Award, Best WNBA Player ESPY Award, Southeastern Conference Women's Basketball Player of the Year, list of Women's Basketball Academic All-America Team Members of the Year, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q245222,Toni Kukoč,1968-09-18T00:00:00Z,"Chicago Bulls, Philadelphia 76ers, Atlanta Hawks, Milwaukee Bucks, KK Split, Pallacanestro Treviso",NBA Sixth Man of the Year Award
http://www.wikidata.org/entity/Q250005,Issa Hayatou,1946-08-09T00:00:00Z,Cameroon men's national basketball team,Order of the Companions of O. R. Tambo
http://www.wikidata.org/entity/Q267765,Cheryl Miller,1964-01-01T00:00:00Z,USC Trojans women's basketball,"Wade Trophy, Women's Basketball Hall of Fame, Honda-Broderick Cup, Honda Sports Award, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q221482,Jim Thorpe,1888-05-28T00:00:00Z,"New York Giants, Arizona Cardinals, San Francisco Giants, Atlanta Braves, Toledo Mud Hens, Cincinnati Reds","Pro Football Hall of Fame, Oklahoma Hall of Fame, Oklahoma Sports Hall of Fame"
http://www.wikidata.org/entity/Q240672,Sue Bird,1980-10-16T00:00:00Z,"Seattle Storm, UMMC Ekaterinburg, WBC Dynamo Moscow, WBC Spartak Moscow Region, UConn Huskies women's basketball","Kim Perrot Sportsmanship Award, WNBA's Top 15 Team, Nancy Lieberman Award, Best Female College Athlete ESPY Award, Big East Conference Women's Basketball Player of the Year, Huskies of Honor, List of Senior CLASS Award women's basketball winners, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q240690,Becky Hammon,1977-03-11T00:00:00Z,"New York Liberty, WBC CSKA Moscow, Colorado State Rams women's basketball","Kim Perrot Sportsmanship Award, Frances Pomeroy Naismith Award, WNBA's Top 15 Team, Medal of the Order ""For Merit to the Fatherland"" II class"
http://www.wikidata.org/entity/Q150502,Muggsy Bogues,1965-01-09T00:00:00Z,"Washington Wizards, Charlotte Sting, Wake Forest Demon Deacons men's basketball, Toronto Raptors, Golden State Warriors, Charlotte Hornets",North Carolina Sports Hall of Fame
