player,playerLabel,dateOfBirth,teamLabels,awardLabels
http://www.wikidata.org/entity/Q922766,Shea Ralph,1978-03-12T00:00:00Z,UConn Huskies women's basketball,"Dial Award, Honda Sports Award, Huskies of Honor, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q925099,Sleepy Floyd,1960-03-06T00:00:00Z,"Golden State Warriors, San Antonio Spurs, Houston Rockets, Georgetown Hoyas men's basketball",North Carolina Sports Hall of Fame
http://www.wikidata.org/entity/Q925112,Jennifer Digbeu,1987-04-14T00:00:00Z,CJM Bourges Basket,Knight of the National Order of Merit
http://www.wikidata.org/entity/Q926248,Kawhi Leonard,1991-06-29T00:00:00Z,"Toronto Raptors, San Diego State Aztecs men's basketball","Bill Russell NBA Finals Most Valuable Player Award, Associated Press Athlete of the Year, NBA Defensive Player of the Year Award, NBA Most Improved Player Award"
http://www.wikidata.org/entity/Q380515,Willis Reed,1942-06-25T00:00:00Z,New York Knicks,"NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, NBA All-Rookie Team, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q380541,Mike Miller,1980-02-19T00:00:00Z,"Orlando Magic, Denver Nuggets, Memphis Grizzlies, Miami Heat, Washington Wizards, Minnesota Timberwolves, Florida Gators men's basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q381721,Anthony Parker,1975-06-19T00:00:00Z,"Pallacanestro Virtus Roma, Toronto Raptors, Philadelphia 76ers, Orlando Magic, Cleveland Cavaliers, Quad City Thunder, Maccabi Tel Aviv B.C., Bradley Braves men's basketball",Euroleague MVP
http://www.wikidata.org/entity/Q381746,Monta Ellis,1985-10-26T00:00:00Z,"Dallas Mavericks, Golden State Warriors, Milwaukee Bucks, Indiana Pacers",NBA Most Improved Player Award
http://www.wikidata.org/entity/Q384196,Elena Tornikidou,1965-05-27T00:00:00Z,Detroit Shock,Merited Master of Sports of the USSR
http://www.wikidata.org/entity/Q384545,Ray Felix,1930-12-10T00:00:00Z,"Los Angeles Lakers, New York Knicks",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q384801,Mirsad Türkcan,1976-06-07T00:00:00Z,"Mens Sana Basket, New York Knicks, Philadelphia 76ers, Houston Rockets, Milwaukee Bucks, Fenerbahçe Men's Basketball, PBC CSKA Moscow, Anadolu Efes S.K., Paris Basket Racing, BC Dynamo Moscow, Ülkerspor",Euroleague MVP
http://www.wikidata.org/entity/Q385436,Dana Barros,1967-04-13T00:00:00Z,"Boston Celtics, Philadelphia 76ers, Detroit Pistons, Seattle SuperSonics, Boston College Eagles men's basketball",NBA Most Improved Player Award
http://www.wikidata.org/entity/Q387141,Alex Hannum,1923-07-19T00:00:00Z,"Philadelphia 76ers, Golden State Warriors, Atlanta Hawks, Houston Rockets, Denver Nuggets, Sacramento Kings, Detroit Pistons, Oshkosh All-Stars, Oakland Oaks, Baltimore Bullets, Syracuse Nationals, USC Trojans men's basketball",NBA Coach of the Year Award
http://www.wikidata.org/entity/Q389506,Helen Darling,1978-08-29T00:00:00Z,"Charlotte Sting, Minnesota Lynx",Frances Pomeroy Naismith Award
http://www.wikidata.org/entity/Q389975,Geoff Petrie,1948-04-17T00:00:00Z,"Portland Trail Blazers, Princeton Tigers men's basketball","NBA Executive of the Year Award, NBA Rookie of the Year Award, NBA All-Rookie Team"
http://www.wikidata.org/entity/Q426307,Florian Grzechowiak,1914-06-07T00:00:00Z,Q4841,Odznaka „Zasłużony Mistrz Sportu”
http://www.wikidata.org/entity/Q429560,Priit Tomson,1942-11-03T00:00:00Z,BC Kalev/Cramo,Merited Master of Sports of the USSR
http://www.wikidata.org/entity/Q431920,Marissa Coleman,1987-01-04T00:00:00Z,"Los Angeles Sparks, Washington Mystics, Indiana Fever, Maryland Terrapins women's basketball",WNBA All-Rookie Team
http://www.wikidata.org/entity/Q433045,Uļjana Semjonova,1952-03-09T00:00:00Z,TTT Riga,"Order of Lenin, Order of the Red Banner of Labour, Order of Friendship of Peoples, FIBA Hall of Fame, Order of Friendship, Order of the Three Stars, Women's Basketball Hall of Fame, Merited Master of Sports of the USSR"
http://www.wikidata.org/entity/Q433184,Swin Cash,1979-09-22T00:00:00Z,"Atlanta Dream, Chicago Sky, New York Liberty, Seattle Storm, CSKA Samara, Detroit Shock, UConn Huskies women's basketball","Kim Perrot Sportsmanship Award, Huskies of Honor"
http://www.wikidata.org/entity/Q433521,Sylvia Fowles,1985-10-06T00:00:00Z,Chicago Sky,"WNBA Defensive Player of the Year Award, WNBA Most Valuable Player Award, WNBA Finals Most Valuable Player Award, WNBA All-Rookie Team, Southeastern Conference Women's Basketball Player of the Year"
http://www.wikidata.org/entity/Q433813,Nikos Galis,1957-07-23T00:00:00Z,"Greece men's national basketball team, Panathinaikos B.C., Seton Hall Pirates men's basketball, Aris Thessaloniki B.C.",FIBA Hall of Fame
http://www.wikidata.org/entity/Q926311,Glenn Robinson,1973-01-10T00:00:00Z,"Philadelphia 76ers, San Antonio Spurs, Atlanta Hawks, Purdue Boilermakers men's basketball","NBA All-Star Game, NBA All-Rookie Team, John R. Wooden Award, Sporting News Men's College Basketball Player of the Year, Adolph Rupp Trophy, Oscar Robertson Trophy, Naismith College Player of the Year, Associated Press College Basketball Player of the Year, NABC Player of the Year, Big Ten Athlete of the Year, Big Ten Conference Men's Basketball Player of the Year, NCAA Men's Basketball All-Americans, NBA Championship ring"
http://www.wikidata.org/entity/Q926364,Scott Skiles,1964-03-05T00:00:00Z,"Chicago Bulls, Philadelphia 76ers, Orlando Magic, Phoenix Suns, Washington Wizards, Milwaukee Bucks, Indiana Pacers, P.A.O.K. B.C., Michigan State Spartans men's basketball",NBA Most Improved Player Award
http://www.wikidata.org/entity/Q927916,Jim Brown,1936-02-17T00:00:00Z,"Cleveland Browns, Syracuse Orange football, Syracuse Orange men's lacrosse, Syracuse Orange men's basketball",Pro Football Hall of Fame
http://www.wikidata.org/entity/Q928077,Kenneth Faried,1989-11-19T00:00:00Z,Leones de Ponce,"NBA All-Rookie Team, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q928526,Dragan Kićanović,1953-08-17T00:00:00Z,KK Borac Čačak,FIBA Hall of Fame
http://www.wikidata.org/entity/Q929320,Derrick Coleman,1967-06-21T00:00:00Z,"Philadelphia 76ers, Charlotte Hornets, Detroit Pistons, New Orleans Pelicans, Syracuse Orange men's basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q930309,Jamal Mashburn,1972-11-29T00:00:00Z,"Dallas Mavericks, Charlotte Hornets, Miami Heat, New Orleans Pelicans, Kentucky Wildcats men's basketball",Southeastern Conference Men's Basketball Player of the Year
http://www.wikidata.org/entity/Q930445,Eric Snow,1973-04-24T00:00:00Z,"Philadelphia 76ers, Cleveland Cavaliers, Seattle SuperSonics, Michigan State Spartans men's basketball","NBA Sportsmanship Award, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q930865,George Karl,1951-05-12T00:00:00Z,"Real Madrid Baloncesto, Golden State Warriors, San Antonio Spurs, Denver Nuggets, Cleveland Cavaliers, Milwaukee Bucks, Seattle SuperSonics, Albany Patroons, North Carolina Tar Heels men's basketball, Montana Golden Nuggets",NBA Coach of the Year Award
http://www.wikidata.org/entity/Q434518,Tina Thompson,1975-02-10T00:00:00Z,"United States women's national basketball team, Los Angeles Sparks, Houston Comets, Seattle Storm, WBC Spartak Moscow Region, CSM Târgoviște, Busan BNK Sum, Cheongju KB Stars, Asan Woori Bank WooriWON, USC Trojans women's basketball",WNBA's Top 15 Team
http://www.wikidata.org/entity/Q434539,Maria Kwaśniewska,1913-08-15T00:00:00Z,"Poland women's national basketball team, ŁKS Łódź","Cross of Merit, Order of Polonia Restituta, Olympic Order, Cross of Valour, Kalos Kagathos, Order Ecce Homo, Commander with Star of the Order of Polonia Restituta, Silver Cross of Merit"
http://www.wikidata.org/entity/Q434824,Rick Barry,1944-03-28T00:00:00Z,"Golden State Warriors, Houston Rockets, Brooklyn Nets, Oakland Oaks, Washington Caps, Miami Hurricanes men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, NBA All-Rookie Team, NBA Championship ring"
http://www.wikidata.org/entity/Q435141,Katie Smith,1974-06-04T00:00:00Z,"Minnesota Lynx, Ohio State Buckeyes women's basketball, Columbus Quest",WNBA Finals Most Valuable Player Award
http://www.wikidata.org/entity/Q435875,Krešimir Ćosić,1948-11-26T00:00:00Z,"Virtus Pallacanestro Bologna, KK Cibona, KK Union Olimpija, KK Zadar, BYU Cougars men's basketball","FIBA Hall of Fame, Franjo Bučar State Award for Sport"
http://www.wikidata.org/entity/Q435891,Sergei Belov,1944-01-23T00:00:00Z,"PBC CSKA Moscow, BC Ural Yekaterinburg","FIBA Hall of Fame, Order of the Badge of Honour, Merited Coach of the USSR, Order of Honour, Medal ""For Distinguished Labour"", Honored Physical Culture Worker of the Russian Federation, Merited Master of Sports of the USSR"
http://www.wikidata.org/entity/Q438960,Lynette Woodard,1959-08-12T00:00:00Z,"Harlem Globetrotters, Cleveland Rockers, PF Schio, Libertas Trogylos Basket, Kansas Jayhawks women's basketball","Wade Trophy, Women's Basketball Hall of Fame, Honda Sports Award, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q439621,Carol Blazejowski,1956-09-29T00:00:00Z,Montclair State Red Hawks,"Naismith Memorial Basketball Hall of Fame, Wade Trophy, Women's Basketball Hall of Fame"
http://www.wikidata.org/entity/Q440121,Dave Bing,1943-11-24T00:00:00Z,"Boston Celtics, Washington Wizards, Detroit Pistons, Syracuse Orange men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, Naismith Memorial Basketball Hall of Fame, NBA Rookie of the Year Award, All-NBA Team, NBA All-Rookie Team, J. Walter Kennedy Citizenship Award, National Collegiate Basketball Hall of Fame, honorary doctor of the Syracuse University"
http://www.wikidata.org/entity/Q440357,Sam Jones,1933-06-24T00:00:00Z,Boston Celtics,North Carolina Sports Hall of Fame
http://www.wikidata.org/entity/Q441965,Tatyana Ovechkina,1950-03-19T00:00:00Z,WBC Dynamo Moscow,"Order of Friendship of Peoples, Order of Friendship, Order of the Badge of Honour, Merited Master of Sports of the USSR, Medal of the Order ""For Merit to the Fatherland"" II class, Honoured Coach of Russia"
http://www.wikidata.org/entity/Q443412,Tony Allen,1982-01-11T00:00:00Z,"Boston Celtics, Memphis Grizzlies, Oklahoma State Cowboys basketball","Big 12 Conference Men's Basketball Player of the Year, NBA"
http://www.wikidata.org/entity/Q444781,Cappie Pondexter,1983-01-07T00:00:00Z,"Chicago Sky, Rutgers Scarlet Knights women's basketball","WNBA Finals Most Valuable Player Award, WNBA's Top 15 Team, WNBA All-Rookie Team, Big East Conference Women's Basketball Player of the Year"
http://www.wikidata.org/entity/Q445748,Yolanda Griffith,1970-03-01T00:00:00Z,"Sacramento Monarchs, Seattle Storm, Indiana Fever, UMMC Ekaterinburg, Chicago Condors, Long Beach Stingrays, Florida Atlantic Owls women's basketball","WNBA Defensive Player of the Year Award, WNBA Finals Most Valuable Player Award, Women's Basketball Hall of Fame, WNBA's Top 15 Team"
http://www.wikidata.org/entity/Q448245,Alvan Adams,1954-07-19T00:00:00Z,"Phoenix Suns, Oklahoma Sooners men's basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q449245,Alvin Robertson,1962-07-22T00:00:00Z,"Toronto Raptors, San Antonio Spurs, Milwaukee Bucks, Detroit Pistons, Rapid City Thrillers, Arkansas Razorbacks men's basketball","NBA Defensive Player of the Year Award, NBA Most Improved Player Award, NBA All-Defensive Team"
http://www.wikidata.org/entity/Q451458,Suzie McConnell-Serio,1966-01-01T00:00:00Z,"Cleveland Rockers, Penn State Lady Lions basketball","WNBA Coach of the Year Award, Kim Perrot Sportsmanship Award, Women's Basketball Hall of Fame, Frances Pomeroy Naismith Award, Olympic gold medal"
http://www.wikidata.org/entity/Q451740,Sophia Young,1983-12-15T00:00:00Z,"Galatasaray SK, San Antonio Stars, Baylor Bears women's basketball",WNBA All-Rookie Team
http://www.wikidata.org/entity/Q451780,"Nate ""Tiny"" Archibald",1948-09-02T00:00:00Z,"Boston Celtics, Sacramento Kings, Milwaukee Bucks, Brooklyn Nets, Cincinnati Royals, Arizona Western Matadors men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, All-NBA Team"
http://www.wikidata.org/entity/Q452067,Nicole Powell,1982-06-22T00:00:00Z,"New York Liberty, Charlotte Sting, Tulsa Shock, Sacramento Monarchs, Seattle Storm, Stanford Cardinal women's basketball",WNBA Most Improved Player Award
http://www.wikidata.org/entity/Q452554,Teresa Weatherspoon,1965-12-08T00:00:00Z,"New York Liberty, Los Angeles Sparks, WBC CSKA Moscow, ASDG Comense 1872, Louisiana Tech Lady Techsters basketball","WNBA Defensive Player of the Year Award, Wade Trophy, Women's Basketball Hall of Fame, WNBA's Top 15 Team, Maggie Dixon Award, Louisiana Tech University Athletic Hall of Fame, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q452574,Ruthie Bolton,1967-05-25T00:00:00Z,"Sacramento Monarchs, Auburn Tigers women's basketball",Women's Basketball Hall of Fame
http://www.wikidata.org/entity/Q452605,Rafer Johnson,1934-08-18T00:00:00Z,UCLA Bruins men's basketball,"Associated Press Athlete of the Year, California Hall of Fame, Theodore Roosevelt Award, Horatio Alger Award"
http://www.wikidata.org/entity/Q453285,Denise Curry,1959-08-22T00:00:00Z,UCLA Bruins,Women's Basketball Hall of Fame
http://www.wikidata.org/entity/Q455881,Amaury Pasos,1935-12-11T00:00:00Z,Esporte Clube Sírio (basketball),FIBA Hall of Fame
http://www.wikidata.org/entity/Q455970,Amaya Valdemoro,1976-08-18T00:00:00Z,"Spain women's national basketball team, Houston Comets, CB Avenida, Ros Casares Godella, WBC CSKA Moscow, CSKA Samara, Pool Getafe, Q3421588, Rivas Ecópolis, Tarsus Belediyesi",Gold Medal of the Royal Order of Sports Merit
http://www.wikidata.org/entity/Q933952,Austin Carr,1948-03-10T00:00:00Z,"Dallas Mavericks, Cleveland Cavaliers, Washington Wizards, Notre Dame Fighting Irish men's basketball","NBA All-Rookie Team, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q935259,Paul Tagliabue,1940-11-24T00:00:00Z,Georgetown Hoyas men's basketball,Theodore Roosevelt Award
http://www.wikidata.org/entity/Q935671,Maurice Stokes,1933-06-17T00:00:00Z,"Saint Francis Red Flash men's basketball, Cincinnati Royals",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q935769,Oded Kattash,1974-10-10T00:00:00Z,"Panathinaikos B.C., Maccabi Tel Aviv B.C.",Israeli Basketball Premier League Coach of the Year
http://www.wikidata.org/entity/Q938260,Julius Peppers,1980-01-18T00:00:00Z,"Chicago Bears, Green Bay Packers, Carolina Panthers, North Carolina Tar Heels men's basketball, North Carolina Tar Heels football","National Football League Rookie of the Year Award, Lombardi Award, North Carolina Sports Hall of Fame"
http://www.wikidata.org/entity/Q939309,Satch Sanders,1938-11-08T00:00:00Z,"Boston Celtics, NYU Violets men's basketball",John Bunn Award
http://www.wikidata.org/entity/Q940285,Marcus Hurley,1883-12-22T00:00:00Z,Columbia Lions men's basketball,United States Bicycling Hall of Fame
http://www.wikidata.org/entity/Q941832,Eddie Griffin,1982-05-30T00:00:00Z,"Houston Rockets, Minnesota Timberwolves, Seton Hall Pirates men's basketball",USBWA National Freshman of the Year
http://www.wikidata.org/entity/Q943199,Ranko Žeravica,1929-11-17T00:00:00Z,BKK Radnički,FIBA Hall of Fame
http://www.wikidata.org/entity/Q944216,Vilis Krištopans,1954-06-13T00:00:00Z,BK VEF Rīga,"Order of the Three Stars, 3rd Class"
http://www.wikidata.org/entity/Q945979,Marta Fernández,1981-12-21T00:00:00Z,"Los Angeles Sparks, Spain women's national basketball team, TS Wisła Can-Pack Kraków, CB Avenida, Ros Casares Godella, CBF Universitari de Barcelona",WNBA All-Rookie Team
http://www.wikidata.org/entity/Q948237,Phil Ford,1956-02-09T00:00:00Z,"Houston Rockets, Milwaukee Bucks, Brooklyn Nets, North Carolina Tar Heels men's basketball","NBA Rookie of the Year Award, North Carolina Sports Hall of Fame"
http://www.wikidata.org/entity/Q951041,Don MacLean,1970-01-16T00:00:00Z,"Philadelphia 76ers, Denver Nuggets, Phoenix Suns, Miami Heat, Washington Wizards, Seattle SuperSonics, Brooklyn Nets, UCLA Bruins men's basketball",NBA Most Improved Player Award
http://www.wikidata.org/entity/Q952921,Patty Mills,1988-08-11T00:00:00Z,"San Antonio Spurs, Portland Trail Blazers, Salt Lake City Stars, Australia men's national basketball team, Xinjiang Flying Tigers, Melbourne Tigers, Saint Mary's Gaels men's basketball",Member of the Order of Australia
http://www.wikidata.org/entity/Q955601,Kristi Toliver,1987-01-27T00:00:00Z,"Chicago Sky, Los Angeles Sparks, UMMC Ekaterinburg, Maryland Terrapins women's basketball","WNBA Most Improved Player Award, Nancy Lieberman Award"
http://www.wikidata.org/entity/Q957032,Ivica Žurić,1965-01-09T00:00:00Z,KK Šibenik,Order of Danica Hrvatska
http://www.wikidata.org/entity/Q958710,Bryce Drew,1974-09-21T00:00:00Z,"Valencia BC, Chicago Bulls, Houston Rockets, Charlotte Hornets, New Orleans Pelicans, Valparaiso Beacons men's basketball",Indiana Mr. Basketball
http://www.wikidata.org/entity/Q959794,Valdis Muižnieks,1935-02-22T00:00:00Z,ASK Riga,"Order of the Three Stars, Order of the Badge of Honour, Merited Master of Sports of the USSR"
http://www.wikidata.org/entity/Q960594,Otto Graham,1921-12-06T00:00:00Z,"Sacramento Kings, Cleveland Browns, North Carolina Pre-Flight Cloudbusters football, Northwestern Wildcats football, Northwestern Wildcats men's basketball","National Football League Most Valuable Player Award, Chicago Tribune Silver Football, College Football Hall of Fame, Pro Football Hall of Fame, All-Pro"
http://www.wikidata.org/entity/Q460102,Vitaly Fridzon,1985-10-14T00:00:00Z,"BC Khimki, BC Krasnye Krylia","Medal of the Order ""For Merit to the Fatherland"" II class"
http://www.wikidata.org/entity/Q460116,Gheorghe Mureșan,1971-02-14T00:00:00Z,"Washington Wizards, Élan Béarnais Pau-Lacq-Orthez, Brooklyn Nets, CS Universitatea Mobitelco Cluj-Napoca, Washington GreenHawks",NBA Most Improved Player Award
http://www.wikidata.org/entity/Q460193,Tom Heinsohn,1934-08-26T00:00:00Z,"Boston Celtics, Holy Cross Crusaders men's basketball","NBA Rookie of the Year Award, NBA Coach of the Year Award, Chuck Daly Lifetime Achievement Award"
http://www.wikidata.org/entity/Q460370,Ticha Penicheiro,1974-09-18T00:00:00Z,"Galatasaray SK, Chicago Sky, Los Angeles Sparks, Sacramento Monarchs, TTT Riga, PF Umbertide, UMMC Ekaterinburg, WBC Spartak Moscow Region, Basket Parma, Lotos VBW Clima Gdynia, Union Sportive Valenciennes Olympic, Geas Basket, Old Dominion Monarchs women's basketball","WNBA Peak Performers, Wade Trophy, WNBA's Top 15 Team, Virginia Sports Hall of Fame and Museum, Officer of the Order of Prince Henry"
http://www.wikidata.org/entity/Q460394,Pat Summitt,1952-06-14T00:00:00Z,"UT Martin Skyhawks, Tennessee–Martin Skyhawks women's basketball","Presidential Medal of Freedom, Women's Basketball Hall of Fame, Arthur Ashe Courage Award, Associated Press College Basketball Coach of the Year, John Bunn Award, Tennessee Women's Hall of Fame, USBWA Most Courageous Award"
http://www.wikidata.org/entity/Q460516,Damon Stoudamire,1973-09-03T00:00:00Z,"Toronto Raptors, San Antonio Spurs, Memphis Grizzlies, Portland Trail Blazers, Arizona Wildcats men's basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q460764,Gianluca Basile,1975-01-24T00:00:00Z,"Pallacanestro Cantù, Olimpia Milano, Pallacanestro Reggiana, Orlandina Basket, FC Barcelona Lassa, Fortitudo Pallacanestro Bologna",Officer of the Order of Merit of the Italian Republic
http://www.wikidata.org/entity/Q461407,T. J. Ford,1983-03-24T00:00:00Z,"Toronto Raptors, San Antonio Spurs, Milwaukee Bucks, Indiana Pacers, KK Zagreb, Texas Longhorns men's basketball",USBWA National Freshman of the Year
http://www.wikidata.org/entity/Q461694,Jennifer Gillom,1964-06-13T00:00:00Z,"Phoenix Mercury, Los Angeles Sparks, Ole Miss Rebels women's basketball","Kim Perrot Sportsmanship Award, Women's Basketball Hall of Fame"
http://www.wikidata.org/entity/Q461783,Jon Robert Holden,1976-08-10T00:00:00Z,"BC Oostende, PBC CSKA Moscow, AEK B.C., ASK/Brocēni/LMT, Bucknell Bison men's basketball",Order of Friendship
http://www.wikidata.org/entity/Q463200,Steve Smith,1969-03-31T00:00:00Z,"San Antonio Spurs, Atlanta Hawks, Charlotte Hornets, Portland Trail Blazers, Miami Heat, New Orleans Pelicans, Michigan State Spartans men's basketball","NBA All-Rookie Team, NBA Sportsmanship Award, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q463635,Larry Johnson,1969-03-14T00:00:00Z,"New York Knicks, Charlotte Hornets, UNLV Runnin' Rebels basketball",NBA Rookie of the Year Award
http://www.wikidata.org/entity/Q465708,Armintie Price,1985-04-03T00:00:00Z,"Atlanta Dream, Chicago Sky, Los Angeles Sparks, Washington Mystics, Ole Miss Rebels women's basketball","WNBA Rookie of the Year Award, WNBA All-Rookie Team"
http://www.wikidata.org/entity/Q466192,Betty Lennox,1976-12-04T00:00:00Z,"Cleveland Rockers, Miami Sol, Atlanta Dream, Los Angeles Sparks, Minnesota Lynx, Tulsa Shock, Seattle Storm, Louisiana Tech Lady Techsters basketball",WNBA Finals Most Valuable Player Award
http://www.wikidata.org/entity/Q467451,James L. Jones,1943-12-19T00:00:00Z,Georgetown Hoyas men's basketball,"Kuwait Liberation Medal, Silver Star, Bronze Star Medal, Vietnam Service Medal, Gallantry Cross, Humanitarian Service Medal, Vietnam Campaign Medal, Commander of the Legion of Honour, Great Cross with Star and Sash of the Order of Merit of the Federal Republic of Germany, Officer of the National Order of Merit, Commander of the Military Order of Italy, Commander's Grand Cross of the Order of the Gediminas, Legionnaire of Legion of Merit, Grand Cross of the Military Order of Avis"
http://www.wikidata.org/entity/Q468264,Candice Dupree,1984-08-16T00:00:00Z,"Chicago Sky, Dynamo Kursk, WBC Spartak Moscow Region, Temple Owls women's basketball",WNBA All-Rookie Team
http://www.wikidata.org/entity/Q456766,Paul Arizin,1928-04-09T00:00:00Z,"Philadelphia Warriors, Golden State Warriors, Camden Bullets, Villanova Wildcats men's basketball","All-NBA Team, NBA All-Star Game Kobe Bryant Most Valuable Player Award"
http://www.wikidata.org/entity/Q456776,Wes Unseld,1946-03-14T00:00:00Z,"Washington Wizards, Louisville Cardinals men's basketball","NBA Most Valuable Player Award, NBA Rookie of the Year Award, All-NBA Team, Bill Russell NBA Finals Most Valuable Player Award, NBA All-Rookie Team, J. Walter Kennedy Citizenship Award"
http://www.wikidata.org/entity/Q456859,Amber Holt,1985-06-07T00:00:00Z,"Connecticut Sun, Tulsa Shock, Middle Tennessee Blue Raiders women's basketball",WNBA All-Rookie Team
http://www.wikidata.org/entity/Q458065,Mike Brown,1970-03-05T00:00:00Z,"Los Angeles Lakers, San Antonio Spurs, Cleveland Cavaliers, Washington Wizards, Indiana Pacers, San Diego Toreros men's basketball, Mesa Thunderbirds men's basketball",NBA Coach of the Year Award
http://www.wikidata.org/entity/Q459016,Kara Lawson,1981-02-14T00:00:00Z,"Connecticut Sun, Washington Mystics, Sacramento Monarchs, Tennessee Lady Volunteers basketball","Kim Perrot Sportsmanship Award, Frances Pomeroy Naismith Award"
http://www.wikidata.org/entity/Q459371,Rebecca Lobo,1973-10-06T00:00:00Z,"New York Liberty, Connecticut Sun, Houston Comets, UConn Huskies women's basketball","Associated Press Athlete of the Year, Wade Trophy, Women's Basketball Hall of Fame, Best Female College Basketball Player ESPY Award, Big East Conference Women's Basketball Player of the Year, Connecticut Women's Hall of Fame, Honda Sports Award, Huskies of Honor, list of Women's Basketball Academic All-America Team Members of the Year, Honda Sports Award for Basketball"
http://www.wikidata.org/entity/Q459471,Brian Scalabrine,1978-03-18T00:00:00Z,"Chicago Bulls, Boston Celtics, Pallacanestro Treviso, USC Trojans men's basketball",NBA Most Valuable Player Award
http://www.wikidata.org/entity/Q459511,Ruth Riley,1979-08-28T00:00:00Z,"Miami Sol, Atlanta Dream, Chicago Sky, San Antonio Stars, Detroit Shock, Notre Dame Fighting Irish women's basketball","WNBA Finals Most Valuable Player Award, Kim Perrot Sportsmanship Award, Big East Conference Women's Basketball Player of the Year, list of Women's Basketball Academic All-America Team Members of the Year"
http://www.wikidata.org/entity/Q470639,Dražen Dalipagić,1951-11-27T00:00:00Z,"Reyer Venezia Mestre, Scaligera Basket Verona, Real Madrid Baloncesto, KK Partizan, KK Crvena zvezda, Pallalcesto Amatori Udine",FIBA Hall of Fame
http://www.wikidata.org/entity/Q470933,Mirza Delibašić,1954-01-09T00:00:00Z,"Real Madrid Baloncesto, KK Bosna, KK Sloboda Tuzla",FIBA Hall of Fame
http://www.wikidata.org/entity/Q470936,Fernando Martín,1962-03-25T00:00:00Z,"CB Estudiantes, Real Madrid Baloncesto, Portland Trail Blazers",FIBA Hall of Fame
http://www.wikidata.org/entity/Q481324,Stanislav Yeryomin,1951-02-26T00:00:00Z,PBC CSKA Moscow,"Order of the Badge of Honour, Order of Honour, Medal ""For Valiant Labor"", Merited Master of Sports of the USSR, Honoured Coach of Russia"
http://www.wikidata.org/entity/Q483148,Michael Clarke Duncan,1957-12-10T00:00:00Z,"Alcorn State Braves men's basketball, Alcorn State Braves and Lady Braves",Saturn Award
http://www.wikidata.org/entity/Q487846,Anatoli Krikun,1948-03-24T00:00:00Z,University of Tartu basketball team,"Master of Sport of the USSR, International Class"
http://www.wikidata.org/entity/Q494034,Andrea Harder,1977-01-20T00:00:00Z,BG Göttingen,Saarland Athlete of the Year
http://www.wikidata.org/entity/Q498348,Jimmy Butler,1989-09-14T00:00:00Z,"Chicago Bulls, Philadelphia 76ers, Miami Heat, Minnesota Timberwolves, Marquette Golden Eagles men's basketball, Tyler Apaches men's basketball",NBA Championship ring
http://www.wikidata.org/entity/Q504025,Bill Bradley,1943-07-28T00:00:00Z,"Olimpia Milano, New York Knicks, Princeton Tigers men's basketball","Rhodes Scholarship, Distinguished Eagle Scout Award, New Jersey Hall of Fame"
http://www.wikidata.org/entity/Q504336,Quentin Richardson,1980-04-13T00:00:00Z,"New York Knicks, Orlando Magic, Phoenix Suns, Miami Heat, Los Angeles Clippers, DePaul Blue Demons men's basketball",USBWA National Freshman of the Year
http://www.wikidata.org/entity/Q504835,Andrew Gaze,1965-07-24T00:00:00Z,"San Antonio Spurs, Melbourne Tigers, Seton Hall Pirates men's basketball","FIBA Hall of Fame, Member of the Order of Australia"
http://www.wikidata.org/entity/Q505336,Bill Sharman,1926-05-25T00:00:00Z,"Utah Stars, Los Angeles Lakers, Boston Celtics, Golden State Warriors, Washington Capitols, USC Trojans men's basketball","NBA All-Star Game Kobe Bryant Most Valuable Player Award, All-NBA Team, NBA Coach of the Year Award"
http://www.wikidata.org/entity/Q505418,Alexander Gomelsky,1928-01-18T00:00:00Z,ASK Riga,"Order of the Red Banner of Labour, Order of Friendship of Peoples, Master of Sport of the USSR, International Class, Olympic Order, Order of the Red Star, Order of the Badge of Honour, Medal ""Veteran of the Armed Forces of the USSR"", Merited Coach of the USSR, Medal ""In Commemoration of the 850th Anniversary of Moscow"", Honored Physical Culture Worker of the Russian Federation, Medal ""For Impeccable Service"", 2nd class, Medal ""For Impeccable Service"", 3rd class, Order of Merit (Ukraine), 3rd class"
